marker,article,previous,current,next,link
[1],W12-1635,"A larger query return size indicates a more ambiguous attribute, one less able to distinguish among instances in I.","To produce specificity values in the range [0, 1], w(j) should decrease as j increases, but not penalize any query that returns a single instance, that is, w(1) = 1.","The faster w decreases, the more it penalizes an ambiguous attribute.",http://www.aclweb.org/anthology/W/W12/W12-1635.pdf
"(Polifroni and Walker, 2008)",W12-1635,"When the system cannot uniquely identify a requested book, it begins a disambiguation subdialogue, an example of which is shown in Figure 1.","To avoid addressing information presentation issues such as those explored in (Polifroni and Walker, 2008), CheckItOut followed a simple strategy of offering each next candidate book in a query return, and user studies with CheckItOut restricted query return size to a maximum of three books.","For the simulations, we expect an inverse relationship between specificity and dialogue length.",http://www.aclweb.org/anthology/W/W12/W12-1635.pdf
(2006),W07-1402,This paper reports on the system we used in the third PASCAL challenge on Recognizing Textual Entailment.,"The system is based to a large extent on Burchardt and Frank's system (2006) used in the second RTE challenge (Bar-Haim et al., 2006); it relies on a relatively deep linguistic analysis, which we complement with a shallow component based on word overlap.","As the system has been described earlier, we concentrate on a more systematic discussion of the system behaviour, aiming at spotting promising anchors for future extensions and improvements.",http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Bar-Haim et al., 2006)",W07-1402,This paper reports on the system we used in the third PASCAL challenge on Recognizing Textual Entailment.,"The system is based to a large extent on Burchardt and Frank's system (2006) used in the second RTE challenge (Bar-Haim et al., 2006); it relies on a relatively deep linguistic analysis, which we complement with a shallow component based on word overlap.","As the system has been described earlier, we concentrate on a more systematic discussion of the system behaviour, aiming at spotting promising anchors for future extensions and improvements.",http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Hickl et al., 2006",W07-1402,"As the system has been described earlier, we concentrate on a more systematic discussion of the system behaviour, aiming at spotting promising anchors for future extensions and improvements.","It has been observed for related systems that a combination of separately trained features in the machine learning component can lead to an overall improvement in system performance, in particular if features from a more ""informed"" component and shallow ones are combined (Hickl et al., 2006; Bos and Markert, 2006).",We provide a detailed analysis of our system's behaviour on different training and test sets.,http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"Bos and Markert, 2006)",W07-1402,"As the system has been described earlier, we concentrate on a more systematic discussion of the system behaviour, aiming at spotting promising anchors for future extensions and improvements.","It has been observed for related systems that a combination of separately trained features in the machine learning component can lead to an overall improvement in system performance, in particular if features from a more ""informed"" component and shallow ones are combined (Hickl et al., 2006; Bos and Markert, 2006).",We provide a detailed analysis of our system's behaviour on different training and test sets.,http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Burchardt and Frank, 2006)",W07-1402,"In this Section, we review the basic architecture of the SALSA RTE system, and report on some improvements and extensions.","More details can be found in (Burchardt and Frank, 2006).",2.1 Architecture,http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Baker et al., 1998)",W07-1402,2.1 Architecture,"The SALSA RTE system is based on three main components: (i) a linguistic analysis of text and hypothesis based primarily on LFG and Frame Semantics (Baker et al., 1998), (ii) the computation of a match graph that encodes the ""semantic overlap"" between text and hypothesis, and (iii) a statistical entailment decision.","Proceedings of the Workshop on Textual Entailment and Paraphrasing, pages 10-15, Prague, June 2007.",http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Riezler et al., 2002)",W07-1402,Linguistic analysis.,"The primary linguistic analysis components are the probabilistic LFG grammar for English developed at PARC (Riezler et al., 2002), and a combination of systems for frame semantic annotation: the probabilistic Shalmaneser system for frame and role annotation (Erk and Pado, 2006), and the rule-based Detour system for frame assignment (Burchardt et al., 2005).",Frame semantic analysis is especially interesting for the task of recognising textual entailment as it offers a robust yet relatively precise measure for semantic overlap.,http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Erk and Pado, 2006)",W07-1402,Linguistic analysis.,"The primary linguistic analysis components are the probabilistic LFG grammar for English developed at PARC (Riezler et al., 2002), and a combination of systems for frame semantic annotation: the probabilistic Shalmaneser system for frame and role annotation (Erk and Pado, 2006), and the rule-based Detour system for frame assignment (Burchardt et al., 2005).",Frame semantic analysis is especially interesting for the task of recognising textual entailment as it offers a robust yet relatively precise measure for semantic overlap.,http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Burchardt et al., 2005)",W07-1402,Linguistic analysis.,"The primary linguistic analysis components are the probabilistic LFG grammar for English developed at PARC (Riezler et al., 2002), and a combination of systems for frame semantic annotation: the probabilistic Shalmaneser system for frame and role annotation (Erk and Pado, 2006), and the rule-based Detour system for frame assignment (Burchardt et al., 2005).",Frame semantic analysis is especially interesting for the task of recognising textual entailment as it offers a robust yet relatively precise measure for semantic overlap.,http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Fellbaum, 1997)",W07-1402,"The predicate discover is associated with the frame ACxIEVING_FIRST, the semantic role COGNIZER points to the pseudo-predicate Leloir and NEW_IDEA points to the PROCESS frame evoked by metabolism.","Semantic nodes are further projected into an ontological analysis layer containing WordNet (Fellbaum, 1997) senses and SUMO (Niles and Pease, 2001) classes.","Semantic phenomena not treated by FrameNet like anaphora, negation or modality are (approximately) encoded with special operators.",http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Niles and Pease, 2001)",W07-1402,"The predicate discover is associated with the frame ACxIEVING_FIRST, the semantic role COGNIZER points to the pseudo-predicate Leloir and NEW_IDEA points to the PROCESS frame evoked by metabolism.","Semantic nodes are further projected into an ontological analysis layer containing WordNet (Fellbaum, 1997) senses and SUMO (Niles and Pease, 2001) classes.","Semantic phenomena not treated by FrameNet like anaphora, negation or modality are (approximately) encoded with special operators.",http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Schafer, 2005)",W07-1402,Sentence splitter.,"To cope with longer texts, we integrated the sentence splitter of the JTok tokeniser (Schafer, 2005) into the system.",WordNet interface.,http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Schmid, 1994)",W07-1402,The shallow system measures the relative number of words in the hypothesis that also occur in the text.,"Both text and hypothesis are tagged and lemmatised using Tree Tagger (Schmid, 1994), taking only nouns, non-auxiliary verbs, adjectives and adverbs into account.","Training a decision tree on the relative word-overlap as single feature yields a system which performs comparable to earlier word-overlap based systems, achieving an accuracy of 60.6 % if trained and tested on the RTE 2 development and test set, respectively (using Weka's J48 classifier), or 57.5 % if we use Weka's LogitBoost classifier.",http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Witten and Frank, 2005)",W07-1402,Weka Interface.,"Finally, we improved the machine learning back-end which feeds our extracted features into the Weka toolkit (Witten and Frank, 2005).","This allows to train features in arbitrary combinations, with different machine learners.'",http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Hickl et al., 2006)",W07-1402,"3In terms of machine learning, extending a training set by factor 2 (from 800 to 1.600 items) does not make a qualitative difference.","The improvement observed by (Hickl et al., 2006) was achieved by going to 10.000 items.","As can be seen from Table 2, in most of the cases, IV performs best, e.g.",http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Zaenen et al., 2005)",W07-1402,Although the hypothesis is logically entailed by the text (if we ignore the report context) - 'kill' implies 'possibly kill' - pragmatic principles seem to block entailment here.,"The observation that standard logical entailment and textual entailment deviate in certain respects is not surprising and has also been addressed in a discussion initiated by (Zaenen et al., 2005).","Still, there is no consensus regarding the precise mechanisms involved in the latter such as ""general principles of plausibility"" or pragmatic principles.",http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
"(Reiter, 2007)",W07-1402,"As we cannot expect the necessary amount of training data to be available in the near future, we currently investigate the data more closely in order to arrive at a more controlled model of textual entailment.","In another current effort, we work on an interface to upper-level ontologies (Reiter, 2007) in order to access more ""world-knowledge"" which is a desideratum in natural language processing in general, as in many approaches to textual entailment.",Acknowledgements,http://www.aclweb.org/anthology/W/W07/W07-1402.pdf
