marker,article,previous,current,next,link
"(Callison-Burch et al., 2008, 2010, 2011, 2012",W14-4719,output.,"We computed sentence-level correlations following the benchmark assessment procedure used by WMT and NIST MetricsMaTr (Callison-Burch et al., 2008, 2010, 2011, 2012; and Bojar, 2013), which use T correlation coefficient, to evaluate the correlation of evaluation metrics against human judgment on ranking the translation adequacy of the three output.",A higher value for T indicates more similarity to the human adequacy rankings by the evaluation metrics.,http://www.aclweb.org/anthology/W/W14/W14-4719.pdf
(2011a),W14-4719,A higher value for T indicates more similarity to the human adequacy rankings by the evaluation metrics.,"The range of possible values of T correlation coefficient is 1], where 1 mean (2011a).","state-of-the-art systems' Machacek Kendall's systems' Kendall's Kendall's [-1, s the",http://www.aclweb.org/anthology/W/W14/W14-4719.pdf
(2012),W14-4719,"The ITG tends whenever appropriate to accept clean, sparse alignments for role fillers, prefering to leave tokens unaligned instead of aligning them anyway as the other strategies tend to do.","Note that it is not simply a matter of lowering thresholds for accepting token alignments: Tumuluru et al (2012) showed that the competitive linking approach (Melamed, 1996) does not work as well as the strategies considered in this paper, whereas the ITG appears to be selective about the token alignments in a manner that better fits the semantic structure.",5 Conclusion,http://www.aclweb.org/anthology/W/W14/W14-4719.pdf
(2009),W14-4719,"The rule probability (or more accurately, rule weight) function p is set to be 1 for structural transduction rules, and for lexical transduction rules it is defined by MEANT's lexical similarity measure on English Gigaword context vectors.","To calculate the ( ) inside probability (or more accurately, inside score) of a pair of segments, P A   e/f|G , we use the algorithm described in Saers et al (2009).","Given this, si,pred and si, now represent the length normalized BITG parse scores of the predicates and role fillers of the arguments of type j between the reference and machine translations.",http://www.aclweb.org/anthology/W/W14/W14-4719.pdf
"(Ido Dagan et al., 2006)",W10-1609,1 Introduction,"The objective of the Recognizing Textual Entailment Challenge is determining whether the meaning of the Hypothesis (H) can be inferred from a text (T) (Ido Dagan et al., 2006).",This challenge has been organized by NIST in recent years.,http://www.aclweb.org/anthology/W/W10/W10-1609.pdf
"(Witten & Frank, 2005)",W10-1609,"The training set SPARTE-Balanced was created by taking all true cases and randomly taking false cases, and then we build a balanced training set containing 1352 pairs, with 676 true and 676 false pairs.","We used four classifiers to learn every development set: (1) Support Vector Machine, (2) Ada Boost, (3) Multilayer Perceptron (MLP) and (4) Decision Tree using the open source WEKA Data Mining Software (Witten & Frank, 2005).",In all the tables results we show only the accuracy of the best classifier.,http://www.aclweb.org/anthology/W/W10/W10-1609.pdf
"(Baroni and Lenci, 2010)",P13-2128,Abstract,"Syntax-based vector spaces are used widely in lexical semantics and are more versatile than word-based spaces (Baroni and Lenci, 2010).","However, they are also sparse, with resulting reliability and coverage problems.",http://www.aclweb.org/anthology/P/P13/P13-2128.pdf
(2010),P13-2128,"The advantage of syntactic models is that they incorporate a richer, structured notion of context.",This makes them more versatile; the Distributional Memory framework by Baroni and Lenci (2010) is applicable to a wide range of tasks.,"It is also able - at least in principle - to capture more fine-grained types of semantic similarity such as predicateargument plausibility (Erk et al., 2010).",http://www.aclweb.org/anthology/P/P13/P13-2128.pdf
"(Voorhees, 1994",P13-2128,"Many of the methods were first applied in Language Modeling to deal with unseen n-grams (Chen and Goodman, 1999; Dagan et al., 1999).","Query expansion methods in Information Retrieval are also prominent cases of smoothing that addresses the lexical mismatch between query and document (Voorhees, 1994; Gonzalo et al., 1998; Navigli and Velardi, 2003).","In lexical semantics, smoothing is often achieved by backing",http://www.aclweb.org/anthology/P/P13/P13-2128.pdf
"(Zesch et al., 2007)",P13-2128,The first task is predicting semantic similarity.,"We lemmatized and POS-tagged the German GUR350 dataset (Zesch et al., 2007), a set of 350 word pairs with human similarity judgments, created analogously to the well-known Rubenstein and Goodenough (1965) dataset for English.2 We predict",2Downloadable from: http://goo.gl/bFokI,http://www.aclweb.org/anthology/P/P13/P13-2128.pdf
"(Zeller et al., 2013)",P13-2128,"For German, there are several resources with derivational information.","We use version 1.3 of DERIVBASE (Zeller et al., 2013),1 a freely available resource that groups over 280,000 verbs, nouns, and adjectives into more than 17,000 nonsingleton derivational families.",It has a precision of 84% and a recall of 71%.,http://www.aclweb.org/anthology/P/P13/P13-2128.pdf
"(Pado and Utt, 2012)",P13-2128,The syntactic distributional model that we use represents target words by pairs of dependency relations and context words.,"More specifically, we use the W x LW matricization of DM.DE, the German version (Pado and Utt, 2012) of Distributional Memory (Baroni and Lenci, 2010).","DM.DE was created on the basis of the 884M-token SDEWAC web corpus (Faa et al., 2010), lemmatized, tagged, and parsed with the German MATE toolkit (Bohnet, 2010).",http://www.aclweb.org/anthology/P/P13/P13-2128.pdf
(2007),P13-2128,"We measure quality of the semantic similarity task as the Pearson correlation between the model predictions and the human judgments for covered items (Zesch et al., 2007).","For synonym choice, we follow the method established by Mohammad et al (2007), measuring accuracy over covered items, with partial credit for ties.",Results for Semantic Similarity.,http://www.aclweb.org/anthology/P/P13/P13-2128.pdf
"(Mikolov et al., 2013)",W15-2610,2.3 Skip-gram,"Like the SENNA model, the Skip-gram model (Mikolov et al., 2013) is trained to differentiate between the correct central word of a phrase and a random replacement, which they refer to as negative sampling.","Unlike SENNA, however, the Skipgram model tries to make this prediction using only a single one of the surrounding words at a time and ignores the ordering of those words, i.e.",http://www.aclweb.org/anthology/W/W15/W15-2610.pdf
(2003b),W15-2610,"While an unlexicalized parser that uses syntactic categories based solely on the symbols found in the Penn Treebank will generally perform poorly, a number of results show that refining these categories can substantially improve performance.","Klein and Manning (2003b), for example, show that the performance of an unlexicalised model can be substantially improved by splitting the existing symbols down into finer categories.",Their subcategorizations were developed by hand based on linguistic intuitions and a careful error analysis.,http://www.aclweb.org/anthology/W/W15/W15-2610.pdf
(1997),W15-2610,"Surprisingly, the Skip-gram model retrained on biomedical data (SG-bio) fared worse than the original (SG-news), due probably in large part to the fact that the original training data was almost 100 times larger than our 1.2B word corpus.","The ngram contexts achieved the best F-Scores fairly consistently for all parsers, vindicating our appeal to the psycholinguistic research of Cartwright and Brent (1997), Mintz (2003) and Redington et al (1998).","Turning now to each parser individually, the baseline performance of the Berkeley Parser proved difficult to exceed, with only the 2gram distributional contexts giving any improvement.",http://www.aclweb.org/anthology/W/W15/W15-2610.pdf
